noun,human,verb,verb_frequency,verb_category,animate_no_context,inanimate_no_context,animate_context,inanimate_context,experimental,prompt_id,prompt_type
photograph,man,fiddled,HIGH,physical,The man became very,The photograph became very,The man fiddled and became very,The photograph fell and became very,The photograph fiddled and became very,3,ADJ
box,child,noticed,HIGH,psychological,The child became very,The box became very,The child noticed and became very,The box fell and became very,The box noticed and became very,3,ADJ
hammer,woman,watched,HIGH,physical,The woman became very,The hammer became very,The woman watched and became very,The hammer fell and became very,The hammer watched and became very,3,ADJ
shawl,man,howled,MID,physical,The man started to,The shawl started to,The man howled and started to,The shawl fell and started to,The shawl howled and started to,1,VERB
bouquet,boy,answered,HIGH,psychological,The boy began to,The bouquet began to,The boy answered and began to,The bouquet fell and began to,The bouquet answered and began to,0,VERB
oar,girl,gasped,HIGH,physical,The girl began to,The oar began to,The girl gasped and began to,The oar fell and began to,The oar gasped and began to,0,VERB
plate,man,objected,HIGH-MID,psychological,The man was very,The plate was very,The man objected and was very,The plate fell and was very,The plate objected and was very,2,ADJ
picture,boy,snored,HIGH,physical,The boy was very,The picture was very,The boy snored and was very,The picture fell and was very,The picture snored and was very,2,ADJ
aircraft,man,preached,HIGH,psychological,The man began to,The aircraft began to,The man preached and began to,The aircraft fell and began to,The aircraft preached and began to,0,VERB
car,girl,enlisted,HIGH-MID,psychological,The girl started to,The car started to,The girl enlisted and started to,The car fell and started to,The car enlisted and started to,1,VERB
box,girl,commented,HIGH-MID,psychological,The girl became very,The box became very,The girl commented and became very,The box fell and became very,The box commented and became very,3,ADJ
umbrella,man,blushed,HIGH,physical,The man became very,The umbrella became very,The man blushed and became very,The umbrella fell and became very,The umbrella blushed and became very,3,ADJ
boat,girl,retorted,HIGH,psychological,The girl began to,The boat began to,The girl retorted and began to,The boat fell and began to,The boat retorted and began to,0,VERB
firewood,child,shaved,HIGH,physical,The child was very,The firewood was very,The child shaved and was very,The firewood fell and was very,The firewood shaved and was very,2,ADJ
battery,woman,packed,HIGH-MID,physical,The woman started to,The battery started to,The woman packed and started to,The battery fell and started to,The battery packed and started to,1,VERB
clothing,person,panicked,HIGH,psychological,The person became very,The clothing became very,The person panicked and became very,The clothing fell and became very,The clothing panicked and became very,3,ADJ
needle,boy,enquired,HIGH,psychological,The boy was very,The needle was very,The boy enquired and was very,The needle fell and was very,The needle enquired and was very,2,ADJ
plank,man,flushed,HIGH-MID,physical,The man started to,The plank started to,The man flushed and started to,The plank fell and started to,The plank flushed and started to,1,VERB
statue,child,nodded,HIGH,physical,The child began to,The statue began to,The child nodded and began to,The statue fell and began to,The statue nodded and began to,0,VERB
vase,child,searched,HIGH-MID,psychological,The child began to,The vase began to,The child searched and began to,The vase fell and began to,The vase searched and began to,0,VERB
television,child,painted,HIGH-MID,physical,The child was very,The television was very,The child painted and was very,The television fell and was very,The television painted and was very,2,ADJ
dish,boy,ate,HIGH,physical,The boy started to,The dish started to,The boy ate and started to,The dish fell and started to,The dish ate and started to,1,VERB
blouse,person,understood,HIGH,psychological,The person started to,The blouse started to,The person understood and started to,The blouse fell and started to,The blouse understood and started to,1,VERB
photograph,woman,leaned,HIGH,physical,The woman was very,The photograph was very,The woman leaned and was very,The photograph fell and was very,The photograph leaned and was very,2,ADJ
balloon,girl,whistled,HIGH-MID,physical,The girl began to,The balloon began to,The girl whistled and began to,The balloon fell and began to,The balloon whistled and began to,0,VERB
seed,man,spoke,HIGH,psychological,The man became very,The seed became very,The man spoke and became very,The seed fell and became very,The seed spoke and became very,3,ADJ
keg,boy,noticed,HIGH,psychological,The boy was very,The keg was very,The boy noticed and was very,The keg fell and was very,The keg noticed and was very,2,ADJ
quilt,woman,smiled,HIGH,physical,The woman became very,The quilt became very,The woman smiled and became very,The quilt fell and became very,The quilt smiled and became very,3,ADJ
leaf,girl,wailed,HIGH,physical,The girl was very,The leaf was very,The girl wailed and was very,The leaf fell and was very,The leaf wailed and was very,2,ADJ
door,person,groaned,HIGH,psychological,The person started to,The door started to,The person groaned and started to,The door fell and started to,The door groaned and started to,1,VERB
broom,girl,wandered,HIGH-MID,physical,The girl started to,The broom started to,The girl wandered and started to,The broom fell and started to,The broom wandered and started to,1,VERB
violin,woman,chanted,HIGH,psychological,The woman became very,The violin became very,The woman chanted and became very,The violin fell and became very,The violin chanted and became very,3,ADJ
ornament,girl,yelled,HIGH,physical,The girl was very,The ornament was very,The girl yelled and was very,The ornament fell and was very,The ornament yelled and was very,2,ADJ
saxophone,man,exclaimed,HIGH,psychological,The man started to,The saxophone started to,The man exclaimed and started to,The saxophone fell and started to,The saxophone exclaimed and started to,1,VERB
string,girl,bled,MID,physical,The girl became very,The string became very,The girl bled and became very,The string fell and became very,The string bled and became very,3,ADJ
twig,person,graduated,HIGH-MID,psychological,The person started to,The twig started to,The person graduated and started to,The twig fell and started to,The twig graduated and started to,1,VERB
branch,boy,snored,HIGH,physical,The boy was very,The branch was very,The boy snored and was very,The branch fell and was very,The branch snored and was very,2,ADJ
bin,man,sang,HIGH-MID,physical,The man started to,The bin started to,The man sang and started to,The bin fell and started to,The bin sang and started to,1,VERB
shield,woman,confessed,HIGH,psychological,The woman began to,The shield began to,The woman confessed and began to,The shield fell and began to,The shield confessed and began to,0,VERB
coffin,man,coughed,HIGH,physical,The man started to,The coffin started to,The man coughed and started to,The coffin fell and started to,The coffin coughed and started to,1,VERB
sword,man,misunderstood,HIGH,psychological,The man began to,The sword began to,The man misunderstood and began to,The sword fell and began to,The sword misunderstood and began to,0,VERB
nickel,boy,sneered,HIGH,psychological,The boy started to,The nickel started to,The boy sneered and started to,The nickel fell and started to,The nickel sneered and started to,1,VERB
