noun,human,verb,verb_frequency,verb_category,animate_no_context,inanimate_no_context,animate_context,inanimate_context,experimental,prompt_id,prompt_type
mirror,engineer,thought,HIGH,psychological,The engineer started to,The mirror started to,The engineer thought and started to,The mirror fell and started to,The mirror thought and started to,1,VERB
nightgown,anchorman,limped,HIGH-MID,physical,The anchorman was very,The nightgown was very,The anchorman limped and was very,The nightgown fell and was very,The nightgown limped and was very,2,ADJ
machine,wife,flinched,HIGH,physical,The wife began to,The machine began to,The wife flinched and began to,The machine fell and began to,The machine flinched and began to,0,VERB
sofa,assistant director,limped,HIGH-MID,physical,The assistant director started to,The sofa started to,The assistant director limped and started to,The sofa fell and started to,The sofa limped and started to,1,VERB
yacht,chief of staff,talked,HIGH,psychological,The chief of staff started to,The yacht started to,The chief of staff talked and started to,The yacht fell and started to,The yacht talked and started to,1,VERB
basket,researcher,yelled,HIGH,physical,The researcher began to,The basket began to,The researcher yelled and began to,The basket fell and began to,The basket yelled and began to,0,VERB
bread,assistant,fumbled,HIGH,physical,The assistant was very,The bread was very,The assistant fumbled and was very,The bread fell and was very,The bread fumbled and was very,2,ADJ
ornament,executive officer,answered,HIGH,psychological,The executive officer began to,The ornament began to,The executive officer answered and began to,The ornament fell and began to,The ornament answered and began to,0,VERB
table,woman,yawned,HIGH,physical,The woman was very,The table was very,The woman yawned and was very,The table fell and was very,The table yawned and was very,2,ADJ
disc,operator,stared,HIGH,physical,The operator began to,The disc began to,The operator stared and began to,The disc fell and began to,The disc stared and began to,0,VERB
appliance,mover,hurried,HIGH,psychological,The mover became very,The appliance became very,The mover hurried and became very,The appliance fell and became very,The appliance hurried and became very,3,ADJ
lamp,dean,dreamed,HIGH,psychological,The dean began to,The lamp began to,The dean dreamed and began to,The lamp fell and began to,The lamp dreamed and began to,0,VERB
canoe,change over,fiddled,HIGH,physical,The change over became very,The canoe became very,The change over fiddled and became very,The canoe fell and became very,The canoe fiddled and became very,3,ADJ
bubble,nephew,noticed,HIGH,psychological,The nephew became very,The bubble became very,The nephew noticed and became very,The bubble fell and became very,The bubble noticed and became very,3,ADJ
bottle,grandfather,watched,HIGH,physical,The grandfather became very,The bottle became very,The grandfather watched and became very,The bottle fell and became very,The bottle watched and became very,3,ADJ
stand,prime minister,howled,MID,physical,The prime minister started to,The stand started to,The prime minister howled and started to,The stand fell and started to,The stand howled and started to,1,VERB
trombone,teenager,answered,HIGH,psychological,The teenager began to,The trombone began to,The teenager answered and began to,The trombone fell and began to,The trombone answered and began to,0,VERB
ornament,executive officer,gasped,HIGH,physical,The executive officer began to,The ornament began to,The executive officer gasped and began to,The ornament fell and began to,The ornament gasped and began to,0,VERB
clock,judge,objected,HIGH-MID,psychological,The judge was very,The clock was very,The judge objected and was very,The clock fell and was very,The clock objected and was very,2,ADJ
column,producer,snored,HIGH,physical,The producer was very,The column was very,The producer snored and was very,The column fell and was very,The column snored and was very,2,ADJ
nickel,nurse,preached,HIGH,psychological,The nurse began to,The nickel began to,The nurse preached and began to,The nickel fell and began to,The nickel preached and began to,0,VERB
stone,minister,enlisted,HIGH-MID,psychological,The minister started to,The stone started to,The minister enlisted and started to,The stone fell and started to,The stone enlisted and started to,1,VERB
ribbon,attorney general,commented,HIGH-MID,psychological,The attorney general became very,The ribbon became very,The attorney general commented and became very,The ribbon fell and became very,The ribbon commented and became very,3,ADJ
buckle,executive director,blushed,HIGH,physical,The executive director became very,The buckle became very,The executive director blushed and became very,The buckle fell and became very,The buckle blushed and became very,3,ADJ
amplifier,baker,retorted,HIGH,psychological,The baker began to,The amplifier began to,The baker retorted and began to,The amplifier fell and began to,The amplifier retorted and began to,0,VERB
wire,partner,shaved,HIGH,physical,The partner was very,The wire was very,The partner shaved and was very,The wire fell and was very,The wire shaved and was very,2,ADJ
kilt,bartender,packed,HIGH-MID,physical,The bartender started to,The kilt started to,The bartender packed and started to,The kilt fell and started to,The kilt packed and started to,1,VERB
bra,laborer,panicked,HIGH,psychological,The laborer became very,The bra became very,The laborer panicked and became very,The bra fell and became very,The bra panicked and became very,3,ADJ
propeller,mathematician,enquired,HIGH,psychological,The mathematician was very,The propeller was very,The mathematician enquired and was very,The propeller fell and was very,The propeller enquired and was very,2,ADJ
pillow,entrepreneur,flushed,HIGH-MID,physical,The entrepreneur started to,The pillow started to,The entrepreneur flushed and started to,The pillow fell and started to,The pillow flushed and started to,1,VERB
mattress,facilitator,nodded,HIGH,physical,The facilitator began to,The mattress began to,The facilitator nodded and began to,The mattress fell and began to,The mattress nodded and began to,0,VERB
nest,reporter,searched,HIGH-MID,psychological,The reporter began to,The nest began to,The reporter searched and began to,The nest fell and began to,The nest searched and began to,0,VERB
dart,planner,painted,HIGH-MID,physical,The planner was very,The dart was very,The planner painted and was very,The dart fell and was very,The dart painted and was very,2,ADJ
cape,engineer,ate,HIGH,physical,The engineer started to,The cape started to,The engineer ate and started to,The cape fell and started to,The cape ate and started to,1,VERB
cocktail,archaeologist,understood,HIGH,psychological,The archaeologist started to,The cocktail started to,The archaeologist understood and started to,The cocktail fell and started to,The cocktail understood and started to,1,VERB
penny,attorney general,leaned,HIGH,physical,The attorney general was very,The penny was very,The attorney general leaned and was very,The penny fell and was very,The penny leaned and was very,2,ADJ
coffin,researcher,whistled,HIGH-MID,physical,The researcher began to,The coffin began to,The researcher whistled and began to,The coffin fell and began to,The coffin whistled and began to,0,VERB
